SYMBOL	PROBEID	CHR	STRAND	CHRLOCSTART	CHRLOCEND	GENENAME
Vmn1r177	ILMN_2481009	7	-	-23865520	-23866449	vomeronasal 1 receptor 177
Papolg	ILMN_2941033	11	-	-23862646	-23895270	poly(A) polymerase gamma
Smap1	ILMN_1222674	1	-	-23845627	-23922289	stromal membrane-associated protein 1
Tomm7	ILMN_2499944	5	-	-23838944	-23844145	translocase of outer mitochondrial membrane 7 homolog (yeast)
Prss41	ILMN_2650180	17	-	-23836785	-23844156	protease, serine, 41
Prss33	ILMN_1231590	17	-	-23833361	-23835767	protease, serine, 33
Tceb2	ILMN_1216504	17	-	-23824740	-23829109	transcription elongation factor B (SIII), polypeptide 2
Rps12	ILMN_1251098	10	-	-23785183	-23787209	ribosomal protein S12
Flywch2	ILMN_1256528	17	-	-23776918	-23786077	FLYWCH family member 2
Hist1h3a	ILMN_1253851	13	-	-23761853	-23762386	histone cluster 1, H3a
Hist1h4a	ILMN_1230265	13	-	-23760846	-23761157	histone cluster 1, H4a
Hist1h3c	ILMN_1229755	13	-	-23745042	-23745521	histone cluster 1, H3c
Rel	ILMN_2659408	11	-	-23741729	-23770970	reticuloendotheliosis oncogene
Kremen2	ILMN_2951946	17	-	-23741199	-23745829	kringle containing transmembrane protein 2
Pus7	ILMN_1246359	5	-	-23740696	-23783661	pseudouridylate synthase 7 homolog (S. cerevisiae)
Paqr4	ILMN_2748229	17	-	-23736186	-23740330	progestin and adipoQ receptor family member IV
Hfe	ILMN_2592519	13	-	-23703841	-23710811	hemochromatosis
Hist1h4c	ILMN_2588244	13	-	-23698138	-23698449	histone cluster 1, H4c
Cldn9	ILMN_2607331	17	-	-23682584	-23684026	claudin 9
Hist1h2ac	ILMN_1226839	13	-	-23681467	-23683959	histone cluster 1, H2ac
Tnfrsf12a	ILMN_2424299	17	-	-23675445	-23677449	tumor necrosis factor receptor superfamily, member 12a
Thoc6	ILMN_2778428	17	-	-23668619	-23673770	THO complex 6 homolog (Drosophila)
Rnf148	ILMN_2448740	6	-	-23653895	-23655136	ring finger protein 148
Rnf133	ILMN_2982288	6	-	-23648869	-23650305	ring finger protein 133
Pex13	ILMN_1217360	11	-	-23646479	-23665935	peroxisomal biogenesis factor 13
Mmp25	ILMN_1232783	17	-	-23629458	-23645269	matrix metallopeptidase 25
Hist1h1e	ILMN_2713491	13	-	-23620628	-23622558	histone cluster 1, H1e
Cadps2	ILMN_2590164	6	-	-23596254	-23839421	Ca2+-dependent activator protein for secretion 2
Hist1h2be	ILMN_1252995	13	-	-23583670	-23621124	histone cluster 1, H2be
Zfp13	ILMN_2877740	17	-	-23575852	-23599487	zinc finger protein 13
Hist1h2bf	ILMN_2719202	13	-	-23573810	-23574190	histone cluster 1, H2bf
0610010F05Rik	ILMN_2490699	11	-	-23573776	-23633631	RIKEN cDNA 0610010F05 gene
Hist1h2ae	ILMN_1226839	13	-	-23570517	-23571220	histone cluster 1, H2ae
Hist1h3e	ILMN_1253851	13	-	-23561955	-23562365	histone cluster 1, H3e
1700028P14Rik	ILMN_2601035	19	-	-23558760	-23652812	RIKEN cDNA 1700028P14 gene
Zfp213	ILMN_3160203	17	-	-23556767	-23564226	zinc finger protein 213
Hist1h4f	ILMN_1222313	13	-	-23551332	-23551643	histone cluster 1, H4f
Hist1h2bh	ILMN_2716195	13	-	-23542972	-23543352	histone cluster 1, H2bh
1700093K21Rik	ILMN_2736976	11	-	-23516203	-23519942	RIKEN cDNA 1700093K21 gene
Spopl	ILMN_2729354	2	-	-23510054	-23572104	speckle-type POZ protein-like
Srpk2	ILMN_1251876	5	-	-23503356	-23616571	serine/arginine-rich protein specific kinase 2
Ahsa2	ILMN_2746000	11	-	-23487882	-23497946	AHA1, activator of heat shock protein ATPase 2
Btn2a2	ILMN_1216723	13	-	-23477063	-23488857	butyrophilin, subfamily 2, member A2
Btn1a1	ILMN_2607009	13	-	-23456993	-23465901	butyrophilin, subfamily 1, member A1
Abt1	ILMN_2754859	13	-	-23418361	-23423866	activator of basal transcription 1
Ogfrl1	ILMN_1236107	1	-	-23366424	-23383175	opioid growth factor receptor-like 1
Zfp322a	ILMN_2462791	13	-	-23353104	-23369202	zinc finger protein 322A
Kcnma1	ILMN_1256814	14	-	-23306612	-24004205	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
Mamdc2	ILMN_2750558	19	-	-23302609	-23448322	MAM domain containing 2
Vmn2r114	ILMN_1254321	17	-	-23290934	-23312313	vomeronasal 2, receptor 114
Fezf1	ILMN_2733155	6	-	-23245047	-23248264	Fez family zinc finger 1
Golga7	ILMN_1239173	8	-	-23241326	-23257080	golgi autoantigen, golgin subfamily a, 7
Vmn1r222	ILMN_1232254	13	-	-23232115	-23233041	vomeronasal 1 receptor 222
Gins4	ILMN_2694074	8	-	-23226610	-23237668	GINS complex subunit 4 (Sld5 homolog)
Klhl13	ILMN_1215124	X	-	-23219271	-23365053	kelch-like 13
Smc5	ILMN_2695149	19	-	-23206441	-23273897	structural maintenance of chromosomes 5
Vmn1r220	ILMN_2785828	13	-	-23183628	-23184524	vomeronasal 1 receptor 220
Zfp40	ILMN_2492000	17	-	-23173869	-23193228	zinc finger protein 40
Agpat6	ILMN_1252335	8	-	-23172946	-23208453	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)
Gm10662	ILMN_2540692	7	-	-23132623	-23144478	predicted gene 10662
Gm5891	ILMN_2540692	7	-	-23132623	-23144480	predicted gene 5891
Mastl	ILMN_1238125	2	-	-23116544	-23156024	microtubule associated serine/threonine kinase-like
Rfc4	ILMN_2613118	16	-	-23113948	-23127730	replication factor C (activator 1) 4
Vmn1r217	ILMN_2861703	13	-	-23113834	-23114730	vomeronasal 1 receptor 217
Eya4	ILMN_1259450	10	-	-23104168	-23349903	eyes absent 4 homolog (Drosophila)
4933415F23Rik	ILMN_2681759	1	-	-23100474	-23102253	RIKEN cDNA 4933415F23 gene
Aass	ILMN_2644092	6	-	-23072173	-23132986	aminoadipate-semialdehyde synthase
Gm4177	ILMN_2792971	7	-	-23019006	-23019923	predicted gene 4177
Gm4216	ILMN_2792971	7	-	-23019006	-23019923	predicted gene 4216
Kng2	ILMN_2788223	16	-	-22987335	-23029101	kininogen 2
Gm4175	ILMN_2450052	7	-	-22983729	-22984673	predicted gene 4175
Gm4214	ILMN_2450052	7	-	-22983729	-22984673	predicted gene 4214
2410018L13Rik	ILMN_2542320	12	-	-22953997	-23010243	RIKEN cDNA 2410018L13 gene
Abi1	ILMN_1234139	2	-	-22939989	-23040240	abl-interactor 1
Commd1	ILMN_1215639	11	-	-22899728	-22982284	COMM domain containing 1
Vmn1r212	ILMN_1219757	13	-	-22883088	-22884161	vomeronasal 1 receptor 212
Vmn1r211	ILMN_2492196	13	-	-22851599	-22852495	vomeronasal 1 receptor 211
Zfp945	ILMN_1234412	17	-	-22846697	-22867134	zinc finger protein 945
B3gnt2	ILMN_2632758	11	-	-22834739	-22860336	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
Vmn1r210	ILMN_2499326	13	-	-22827194	-22828114	vomeronasal 1 receptor 210
Tcf21	ILMN_2930707	10	-	-22817275	-22820128	transcription factor 21
Tbccd1	ILMN_1217316	16	-	-22813215	-22857569	TBCC domain containing 1
Vmn1r209	ILMN_2996916	13	-	-22805580	-22806518	vomeronasal 1 receptor 209
Crygs	ILMN_2702266	16	-	-22805203	-22811410	crystallin, gamma S
Vmn1r158	ILMN_2540710	7	-	-22789859	-22790782	vomeronasal 1 receptor 158
Ap3m2	ILMN_2912598	8	-	-22787354	-22805654	adaptor-related protein complex 3, mu 2 subunit
Vmn1r208	ILMN_2497756	13	-	-22772399	-22773325	vomeronasal 1 receptor 208
A930003O13Rik	ILMN_1227564	5	-	-22738911	-22746884	RIKEN cDNA A930003O13 gene
Gm5803	ILMN_1215332	15	-	-22713820	-22714984	predicted gene 5803
Gm4567	ILMN_1215311	7	-	-22713598	-22719710	predicted gene 4567
Tbpl1	ILMN_2605872	10	-	-22703877	-22731447	TATA box binding protein-like 1
Nol4	ILMN_1247563	18	-	-22693155	-23041653	nucleolar protein 4
Ikbkb	ILMN_2589556	8	-	-22659205	-22706583	inhibitor of kappaB kinase beta
Polb	ILMN_2789425	8	-	-22628119	-22653437	polymerase (DNA directed), beta
Vmn1r206	ILMN_2522468	13	-	-22620097	-22621035	vomeronasal 1 receptor 206
Vmn1r205	ILMN_2906929	13	-	-22591980	-22592930	vomeronasal 1 receptor 205
Vdac3	ILMN_2537347	8	-	-22577075	-22593813	voltage-dependent anion channel 3
Vmn2r111	ILMN_2530514	17	-	-22547941	-22573273	vomeronasal 2, receptor 111
Vmn1r202	ILMN_2495367	13	-	-22501337	-22502245	vomeronasal 1 receptor 202
Orc5	ILMN_1221363	5	-	-22486489	-22550331	origin recognition complex, subunit 5
Pou3f2	ILMN_1219223	4	-	-22482095	-22488366	POU domain, class 3, transcription factor 2
Rims1	ILMN_1236451	1	-	-22468191	-22805724	regulating synaptic membrane exocytosis 1
Dgkg	ILMN_1237518	16	-	-22466569	-22657231	diacylglycerol kinase, gamma
Gm10665	ILMN_2450052	7	-	-22463110	-22464075	predicted gene 10665
Gm10670	ILMN_2450052	7	-	-22463110	-22464075	predicted gene 10670
Smim19	ILMN_3160963	8	-	-22462614	-22476879	small integral membrane protein 19
Rp9	ILMN_2610127	9	-	-22448312	-22468356	retinitis pigmentosa 9 (human)
Vmn1r101	ILMN_2540710	7	-	-22437306	-22438229	vomeronasal 1 receptor 101
Vmn1r149	ILMN_2540710	7	-	-22437306	-22438229	vomeronasal 1 receptor 149
Etv5	ILMN_1216714	16	-	-22381313	-22439570	ets variant gene 5
Slc25a15	ILMN_2643032	8	-	-22375550	-22398621	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15
Gm5728	ILMN_2792971	7	-	-22370122	-22371039	predicted gene 5728
Gm8660	ILMN_2792971	7	-	-22370122	-22371039	predicted gene 8660
Vmn1r-ps79	ILMN_2450052	7	-	-22352263	-22354555	vomeronasal 1 receptor, pseudogene 79
Zfp944	ILMN_2645989	17	-	-22337989	-22361400	zinc finger protein 944
Anln	ILMN_2595597	9	-	-22331214	-22389206	anillin, actin binding protein
Gm4133	ILMN_1246712	7	-	-22328794	-22329717	predicted gene 4133
Gm4187	ILMN_1246712	7	-	-22328794	-22329717	predicted gene 4187
Fam3c	ILMN_1229056	6	-	-22306522	-22356081	family with sequence similarity 3, member C
Zfp810	ILMN_1231164	9	-	-22276748	-22307638	zinc finger protein 810
Zfp599	ILMN_2694022	9	-	-22247430	-22259895	zinc finger protein 599
Tra2b	ILMN_2703529	16	-	-22245741	-22265929	transformer 2 beta homolog (Drosophila)
Vmn1r193	ILMN_2516844	13	-	-22218861	-22219820	vomeronasal 1 receptor 193
1810064F22Rik	ILMN_1257583	9	-	-22206786	-22213860	RIKEN cDNA 1810064F22 gene
Gm4944	ILMN_1244199	17	-	-22197265	-22225614	predicted gene 4944
Vmn1r192	ILMN_2514220	13	-	-22187146	-22188048	vomeronasal 1 receptor 192
Ckap2	ILMN_2687628	8	-	-22168152	-22185819	cytoskeleton associated protein 2
Vmn1r142	ILMN_2792971	7	-	-22163118	-22164035	vomeronasal 1 receptor 142
Vmn1r94	ILMN_2792971	7	-	-22163118	-22164035	vomeronasal 1 receptor 94
Zfp947	ILMN_1217199	17	-	-22144359	-22165977	zinc finger protein 947
Gm10666	ILMN_2450052	7	-	-22133776	-22134741	predicted gene 10666
Vmn1r93	ILMN_2450052	7	-	-22133776	-22134741	vomernasal 1 receptor Vmn1r93
Nek3	ILMN_1252297	8	-	-22128286	-22162494	NIMA (never in mitosis gene a)-related expressed kinase 3
Acp5	ILMN_2735660	9	-	-22126727	-22135746	acid phosphatase 5, tartrate resistant
Elof1	ILMN_1231371	9	-	-22112989	-22114169	elongation factor 1 homolog (ELF1, S. cerevisiae)
Vmn1r189	ILMN_1216825	13	-	-22101727	-22102665	vomeronasal 1 receptor 189
Nek5	ILMN_1222147	8	-	-22073616	-22125053	NIMA (never in mitosis gene a)-related expressed kinase 5
Ecsit	ILMN_2824167	9	-	-22072246	-22085427	ECSIT homolog (Drosophila)
4930444G20Rik	ILMN_2483965	10	-	-22066309	-22068079	RIKEN cDNA 4930444G20 gene
Igf2bp2	ILMN_2565235	16	-	-22059009	-22163299	insulin-like growth factor 2 mRNA binding protein 2
Zfp653	ILMN_2755621	9	-	-22055460	-22071345	zinc finger protein 653
Hist1h2ag	ILMN_1226839	13	-	-22042477	-22042949	histone cluster 1, H2ag
Hist1h4i	ILMN_1232524	13	-	-22040816	-22041352	histone cluster 1, H4i
Hist1h2ah	ILMN_1246108	13	-	-22035166	-22035552	histone cluster 1, H2ah
Elavl3	ILMN_1214737	9	-	-22015005	-22052023	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)
Ehbp1	ILMN_2623163	11	-	-22005826	-22286795	EH domain binding protein 1
Prss16	ILMN_2615359	13	-	-22002176	-22009741	protease, serine, 16 (thymus)
Otx1	ILMN_2690126	11	-	-21994764	-22001651	orthodenticle homolog 1 (Drosophila)
Atp7b	ILMN_2638192	8	-	-21994348	-22060074	ATPase, Cu++ transporting, beta polypeptide
Ccdc151	ILMN_1214455	9	-	-21989871	-22002634	coiled-coil domain containing 151
Zfp503	ILMN_2467692	14	-	-21983962	-21989601	zinc finger protein 503
Rgl3	ILMN_1239492	9	-	-21971527	-21989453	ral guanine nucleotide dissociation stimulator-like 3
Epor	ILMN_2749650	9	-	-21958899	-21963576	erythropoietin receptor
Liph	ILMN_1217063	16	-	-21955391	-21995450	lipase, member H
Tmem41a	ILMN_1244836	16	-	-21934327	-21947552	transmembrane protein 41a
Defb15	ILMN_2968390	8	-	-21929813	-21932710	defensin beta 15
Tmem205	ILMN_2601378	9	-	-21921009	-21927535	transmembrane protein 205
Rab3d	ILMN_2588737	9	-	-21907511	-21918121	RAB3D, member RAS oncogene family
Defb11	ILMN_2599861	8	-	-21905374	-21906432	defensin beta 11
Reln	ILMN_2704257	5	-	-21884454	-22344705	reelin
Defb9	ILMN_2680517	8	-	-21881713	-21885434	defensin beta 9
4930528A17Rik	ILMN_1231706	4	-	-21846327	-21848448	RIKEN cDNA 4930528A17 gene
Comtd1	ILMN_2591800	14	-	-21845861	-21848910	catechol-O-methyltransferase domain containing 1
Hist1h2ap	ILMN_2525605	13	-	-21833083	-21833475	histone cluster 1, H2ap
Hist1h2ao	ILMN_2525605	13	-	-21833062	-21833575	histone cluster 1, H2ao
Hist1h4n	ILMN_1246576	13	-	-21831847	-21832158	histone cluster 1, H4n
Zfp820	ILMN_1242159	17	-	-21816876	-21845759	zinc finger protein 820
Ccdc178	ILMN_2716346	18	-	-21810897	-22171396	coiled coil domain containing 178
Slc26a5	ILMN_1246639	5	-	-21810655	-21865604	solute carrier family 26, member 5
Hist1h2bq	ILMN_2636781	13	-	-21806412	-21810199	histone cluster 1, H2bq
Hist1h2br	ILMN_2636781	13	-	-21806412	-21810199	histone cluster 1 H2br
Dock6	ILMN_1225657	9	-	-21800180	-21852635	dedicator of cytokinesis 6
Hist1h2an	ILMN_1248830	13	-	-21786826	-21787218	histone cluster 1, H2an
Hist1h3i	ILMN_1253851	13	-	-21782915	-21783397	histone cluster 1, H3i
Hist1h1b	ILMN_2664593	13	-	-21779883	-21780554	histone cluster 1, H1b
Tspan12	ILMN_1249289	6	-	-21771395	-21852515	tetraspanin 12
Kank2	ILMN_1240266	9	-	-21766773	-21798546	KN motif and ankyrin repeat domains 2
Ehhadh	ILMN_2706120	16	-	-21761285	-21787834	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase
Tstd3	ILMN_2686568	4	-	-21757382	-21767211	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3
Dnajc2	ILMN_1233931	5	-	-21757277	-21785165	DnaJ (Hsp40) homolog, subfamily C, member 2
Spc24	ILMN_2615709	9	-	-21755442	-21760286	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)
Hist1h2ak	ILMN_2525605	13	-	-21753435	-21753827	histone cluster 1, H2ak
Hist1h4k	ILMN_1243654	13	-	-21750194	-21750505	histone cluster 1, H4k
Dusp13	ILMN_2536029	14	-	-21733395	-21748622	dual specificity phosphatase 13
Hist1h2bl	ILMN_2636781	13	-	-21715763	-21716143	histone cluster 1, H2bl
AY761184	ILMN_2757031	8	-	-21702524	-21703647	cDNA sequence AY761184
Prdm13	ILMN_1217474	4	-	-21677480	-21685963	PR domain containing 13
Dupd1	ILMN_2528095	14	-	-21676572	-21714576	dual specificity phosphatase and pro isomerase domain containing 1
Olfr1359	ILMN_2748037	13	-	-21674001	-21674942	olfactory receptor 1359
Olfr1360	ILMN_2748037	13	-	-21674001	-21674980	olfactory receptor 1360
Napepld	ILMN_2618526	5	-	-21662903	-21701345	N-acyl phosphatidylethanolamine phospholipase D
Olfr1361	ILMN_2643367	13	-	-21658368	-21659321	olfactory receptor 1361
2510009E07Rik	ILMN_1224572	16	-	-21649045	-21694665	RIKEN cDNA 2510009E07 gene
Olfr11	ILMN_2619903	13	-	-21638580	-21639521	olfactory receptor 11
Olfr1362	ILMN_2751183	13	-	-21611020	-21612004	olfactory receptor 1362
1110059E24Rik	ILMN_2661628	19	-	-21597313	-21652791	RIKEN cDNA 1110059E24 gene
Yipf2	ILMN_2691566	9	-	-21588682	-21592831	Yip1 domain family, member 2
Olfr1364	ILMN_2612727	13	-	-21573510	-21574454	olfactory receptor 1364
Mdh1	ILMN_2631021	11	-	-21556692	-21571934	malate dehydrogenase 1, NAD (soluble)
Olfr1535	ILMN_2964155	13	-	-21555040	-21556020	olfactory receptor 1535
Klhl14	ILMN_2691014	18	-	-21550377	-21652368	kelch-like 14
Olfr1366	ILMN_2629280	13	-	-21536974	-21538027	olfactory receptor 1366
Zkscan8	ILMN_2463828	13	-	-21526420	-21531114	zinc finger with KRAB and SCAN domains 8
Tmed1	ILMN_1214974	9	-	-21507380	-21510186	transmembrane emp24 domain containing 1
4932414J04Rik	ILMN_1237480	11	-	-21494730	-21511180	RIKEN cDNA 4932414J04 gene
Fbxl13	ILMN_2768346	5	-	-21483847	-21645605	F-box and leucine-rich repeat protein 13
Nkapl	ILMN_2717190	13	-	-21467047	-21468501	NFKB activating protein-like
Zscan26	ILMN_3067831	13	-	-21442175	-21453727	zinc finger and SCAN domain containing 26
Pgbd1	ILMN_1214826	13	-	-21421275	-21441053	piggyBac transposable element derived 1
Kcnq5	ILMN_1239906	1	-	-21398403	-21961942	potassium voltage-gated channel, subfamily Q, member 5
Gda	ILMN_2746947	19	-	-21391307	-21472661	guanine deaminase
Ywhaq	ILMN_2835686	12	-	-21390329	-21417436	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
Zkscan3	ILMN_2491526	13	-	-21387004	-21402755	zinc finger with KRAB and SCAN domains 3
Defa-rs1	ILMN_2524936	8	-	-21325888	-21327020	defensin, alpha, related sequence 1
Adam17	ILMN_1243942	12	-	-21323509	-21373591	a disintegrin and metallopeptidase domain 17
Ugp2	ILMN_1244631	11	-	-21321141	-21370879	UDP-glucose pyrophosphorylase 2
Vmn1r126	ILMN_2450052	7	-	-21300502	-21301467	vomeronasal 1 receptor 126
Ap1m2	ILMN_2619877	9	-	-21295457	-21312333	adaptor protein complex AP-1, mu 2 subunit
Ccdc146	ILMN_2741039	5	-	-21292961	-21424677	coiled-coil domain containing 146
Cdkn2d	ILMN_1225214	9	-	-21288464	-21291209	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
Gpx5	ILMN_2638087	13	-	-21286429	-21292686	glutathione peroxidase 5
Gm4956	ILMN_1254228	1	-	-21285246	-21298312	predicted gene 4956
Kri1	ILMN_1243563	9	-	-21273457	-21287969	KRI1 homolog (S. cerevisiae)
Itgb1bp1	ILMN_2924243	12	-	-21269806	-21286237	integrin beta 1 binding protein 1
S1pr5	ILMN_2691735	9	-	-21242917	-21248443	sphingosine-1-phosphate receptor 5
Keap1	ILMN_1258406	9	-	-21229730	-21239332	kelch-like ECH-associated protein 1
Enkur	ILMN_1216601	2	-	-21180731	-21205365	enkurin, TRPC channel interacting protein
2310042E22Rik	ILMN_2634140	16	-	-21152659	-21153944	RIKEN cDNA 2310042E22 gene
Olfr1368	ILMN_2710507	13	-	-21142111	-21143055	olfactory receptor 1368
Cdc37	ILMN_2721966	9	-	-21138541	-21149906	cell division cycle 37
Garem	ILMN_1247948	18	-	-21127342	-21300139	GRB2 associated, regulator of MAPK1
Myb	ILMN_1231769	10	-	-21124930	-21160984	myeloblastosis oncogene
Tyk2	ILMN_2455699	9	-	-21104068	-21131275	tyrosine kinase 2
Vmn1r121	ILMN_2450052	7	-	-21097569	-21098513	vomeronasal 1 receptor 121
Zfp300	ILMN_2604271	X	-	-21079150	-21089229	zinc finger protein 300
Raver1	ILMN_1216883	9	-	-21074164	-21091988	ribonucleoprotein, PTB-binding 1
Olfr1370	ILMN_1226930	13	-	-21072349	-21073299	olfactory receptor 1370
Fdx1l	ILMN_2631342	9	-	-21067520	-21073514	ferredoxin 1-like
Raver1-fdx1l	ILMN_1216883	9	-	-21067514	-21092008	Raver1-Fdx1l readthrough
Ap3m1	ILMN_1234321	14	-	-21033742	-21052442	adaptor-related protein complex 3, mu 1 subunit
Zfp182	ILMN_2815571	X	-	-21026184	-21062038	zinc finger protein 182
Vmn1r119	ILMN_1246712	7	-	-21011532	-21012455	vomeronasal 1 receptor 119
Tram2	ILMN_2503393	1	-	-21001397	-21079225	translocating chain-associating membrane protein 2
Vmn1r233	ILMN_2422291	17	-	-20993727	-20994686	vomeronasal 1 receptor 233
Ptpn12	ILMN_2651197	5	-	-20986645	-21055797	protein tyrosine phosphatase, non-receptor type 12
S1pr2	ILMN_2773936	9	-	-20965952	-20976793	sphingosine-1-phosphate receptor 2
Uxt	ILMN_1249347	X	-	-20951665	-20961978	ubiquitously expressed transcript
AY761185	ILMN_1212867	8	-	-20943694	-20944748	cDNA sequence AY761185
Elk1	ILMN_2761985	X	-	-20933395	-20950608	ELK1, member of ETS oncogene family
Cfp	ILMN_1228320	X	-	-20925535	-20931524	complement factor properdin
Gm6040	ILMN_3163156	8	-	-20916490	-20922071	predicted gene 6040
Vmn1r232	ILMN_1256855	17	-	-20913205	-20914363	vomeronasal 1 receptor 232
Dnmt1	ILMN_2720451	9	-	-20907206	-20959888	DNA methyltransferase (cytosine-5) 1
Eif3g	ILMN_2737192	9	-	-20894349	-20898590	eukaryotic translation initiation factor 3, subunit G
Rsbn1l	ILMN_1252270	5	-	-20893024	-20951822	round spermatid basic protein 1-like
Vmn1r231	ILMN_1255339	17	-	-20889716	-20890651	vomeronasal 1 receptor 231
Angptl6	ILMN_2643534	9	-	-20873809	-20879710	angiopoietin-like 6
Syn1	ILMN_1235133	X	-	-20860511	-20920918	synapsin I
Arhgap21	ILMN_2613531	2	-	-20847919	-20967721	Rho GTPase activating protein 21
Trappc8	ILMN_2715216	18	-	-20846145	-20896078	trafficking protein particle complex 8
Lgalsl	ILMN_1222356	11	-	-20823355	-20831108	lectin, galactoside binding-like
Vmn1r114	ILMN_2450052	7	-	-20811221	-20812186	vomeronasal 1 receptor 114
1700030C10Rik	ILMN_2509674	12	-	-20804392	-20815779	RIKEN cDNA 1700030C10 gene
Mcm3	ILMN_2633377	1	-	-20803014	-20820213	minichromosome maintenance deficient 3 (S. cerevisiae)
Tmc1	ILMN_1220336	19	-	-20783458	-20954202	transmembrane channel-like gene family 1
Il17f	ILMN_2741201	1	-	-20777146	-20784270	interleukin 17F
Vmn1r228	ILMN_2515901	17	-	-20776059	-20777501	vomeronasal 1 receptor 228
Col5a3	ILMN_2754285	9	-	-20770050	-20815034	collagen, type V, alpha 3
Phtf2	ILMN_1252206	5	-	-20758664	-20882124	putative homeodomain transcription factor 2
Camk2g	ILMN_2765196	14	-	-20734875	-20794088	calcium/calmodulin-dependent protein kinase II gamma
Ndst2	ILMN_2751587	14	-	-20723730	-20734562	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2
